"","points","rebounds","assists","steals","blocks","turnovers","personal_fouls","true_shooting_pct","points_in_paint","fast_break_pts","points_off_turnovers","efficiency","opp_points","opp_rebounds","opp_assists","opp_turnovers","opp_personal_fouls","opp_true_shooting_pct","opp_efficiency","awp","owp","sos","rpi"
"Abilene Christian Wildcats_2018 Seed: 15 Tourn Games Played: 1",3,-0.405340607952108,-1.37189539291919,0.560714300589151,1.92019732650553,-1.20615975670462,-0.0442463728841579,0.562069880258052,0.189116325869682,0.039935695783963,-0.607882855109459,1.58292789092439,-0.203244101322289,-0.755551045868123,-0.485392590842636,-0.993309388593225,1.98729054606538,-0.408701401967557,0.724449299434275,-0.833421890587284,0.758757916867897,-2.40808556386086,-2.37687852171862,-1.36044075113708
"New Mexico State Aggies_2018 Seed: 12 Tourn Games Played: 1",4,0.491453425788084,1.50928938756028,0.156121288714818,-0.797089198817894,-1.34547326489194,-0.0442463728841579,0.22066657868565,0.105646416568893,0.332018526448476,1.23463099084795,-0.24916850529566,0.328760581237874,-0.583311677621338,-1.46570614007085,-2.07899772862857,0.0502280103020323,1.15718869363987,0.28247325227829,-1.28784716216871,1.34616818067302,-0.7787018316715,-0.825257047101457,0.189481110516092
"Iowa State Cyclones_2018 Seed: 6 Tourn Games Played: 1",1,0.252308350124035,-0.436125977036971,0.387317295500151,0.452338367488373,0.614866814601158,-0.707735483073084,-1.57445400700149,0.648200827024026,0.109725398686103,0.668300419248408,-0.15879603732068,0.610096390812296,0.1056457953658,0.582523445763419,0.283971011448359,-0.112648118831223,-1.46535894615794,-0.159502794877694,0.184384419445967,-0.656410509189614,0.308192963800696,0.522082902011381,0.00161179395207178
"Ohio State Buckeyes_2018 Seed: 11 Tourn Games Played: 2",1,-1.3021346416923,-0.637234316415167,-0.190672721463181,-0.569920550398573,-1.51463966769084,0.435384309180126,0.138069005724585,-0.81252258573979,-1.2059397412098,0.0399062233639872,-0.791403313145542,-1.35525424100144,-0.257970648710744,0.152854102910202,-0.226941148568275,-0.514021437052457,-0.0267769884047706,0.370868461709487,0.284039084266456,-1.69759760526318,0.444294428489454,0.506015815735758,-0.648885714650848
"Kentucky Wildcats_2018 Seed: 2 Tourn Games Played: 4",4,0.0330920307653199,1.09475995333175,-0.53746673164118,-0.51749701614796,0.803935147141101,0.451371998582268,-0.764997791983058,0.522995963072841,0.629270964735371,0.718727113979874,0.145184082231527,0.491428679664791,-0.545036262455386,-1.34890282356706,-0.61012526858075,-0.519838441664359,0.58430207329569,-0.734071656180474,-0.899858333800943,0.850090118277859,1.09988176544094,1.11426979617,1.37305780486942
"Buffalo Bulls_2018 Seed: 6 Tourn Games Played: 2",4,1.74696507302435,1.81710827436365,1.25430232094515,0.670769760199259,-0.061798796594431,-0.0442463728841579,0.402381239199994,0.022176507268103,1.81828071788295,3.4921953242105,0.950320615099532,1.5314378335418,0.622363900106154,1.49192069568576,-1.12103742859738,1.37650506181568,0.597032887081116,-0.203700399593293,0.0209507691403666,1.96722715026076,-0.121197572682147,-0.166506509800972,1.07481526482404
"Michigan Wolverines_2018 Seed: 2 Tourn Games Played: 3",2,-1.20249086016561,-0.444334480685062,-0.36406972655218,-0.403912691938299,0.0775147115928962,-2.35446749149379,-2.03149391071939,-0.81252258573979,-0.404650559740782,0.489867499429375,-1.08716775379093,-0.549913819281291,-1.76984954776586,0.407318471007738,-1.18490144859946,-0.787420653811849,-2.24830399396165,-2.10419740236403,-1.34232504560391,1.01929503878473,0.244934536550992,0.398136807885156,0.929216544486923
"Prairie View A&M Panthers_2018 Seed: 16 Tourn Games Played: 1",3,-0.106409263372044,-1.66740152425042,-0.999858745211846,1.99883262788145,-2.37042264655585,0.531310445592982,2.15344978597457,-1.18813717759334,-0.696733390405295,-0.216106226811147,2.28536843745719,-1.47658864228709,1.00511805176568,1.76307125185527,0.411699051452517,2.99363234392442,1.92103752076545,1.87358702203983,0.940431143217403,0.0357914383385171,-1.48029529753186,-1.66533612951253,-1.25711262702687
"Baylor Bears_2018 Seed: 9 Tourn Games Played: 2",1,-0.764058221448183,0.327264862235369,-0.306270724855847,-0.342751901979251,0.724327428176914,0.875045767739052,0.606121919170621,-0.895992495040579,-0.332276053027451,-0.650551596805315,-0.54493294594105,-0.728582058537085,0.0290949650338969,-0.731513864904188,0.603291111458755,-0.391864340202516,-0.408701401967557,0.547658880571881,0.273409253352268,-1.5283926847563,0.49413440147407,0.629961909861981,-0.449274565801577
"Vermont Catamounts_2018 Seed: 13 Tourn Games Played: 1",2,-0.365483095341432,-0.395083458796522,-1.57784876217518,-0.884461755902248,0.0476618169813259,-0.747704706578442,-0.522711577963934,0.356056144471262,-0.818219169531244,-1.84915534080708,-0.364188009991089,-0.477913185551345,-0.87037729136598,-0.940091215803808,-1.0571734085953,-0.0835630957717127,0.412436087192436,0.105682833415897,-0.747054514409528,0.825093936839343,-0.610012692338956,-0.783941682392715,-0.0993679637010886
"Florida State Seminoles_2018 Seed: 4 Tourn Games Played: 3",1,-0.146266775982717,0.585832727150194,-0.942059743515512,0.565922691698035,0.395945587449643,1.01893497235834,0.765810560228679,-0.603847812487815,0.280322450224669,0.815701526925001,0.309497660367854,-0.287244840673893,-0.0665935728809835,-0.502078778914606,-1.31262948860362,0.707549531446952,-0.154085126259033,0.0614852287002981,-0.699220275295694,0.742414259773482,1.00595258558531,1.00180019224065,1.22276235161821
"Florida Gators_2018 Seed: 10 Tourn Games Played: 2",2,-1.56120847366169,-1.33085287467874,-1.34665275538984,0.522236413155857,-0.310572918357515,-0.2840617139163,-0.318970897993308,-1.27160708689413,-1.61175393956669,-1.24015602751169,0.597046422106427,-1.66592364209547,-0.755551045868123,0.248799684324027,-0.801717328586987,0.922778702087325,-0.975222615419026,0.0614852287002981,-0.495924759061898,-1.69855899685696,0.570811282988862,0.733250321633835,-0.47510659682913
"St. John's Red Storm_2018 Seed: 11 Tourn Games Played: 1",3,0.292165862734708,-1.21593382360549,-0.306270724855847,2.04251890642362,-0.688709583437403,-1.21934154394165,0.853914638053816,-0.520377903187025,0.200193532077767,1.13765657790282,0.966751972913164,-0.112576636625318,1.3878722034252,2.58069446738178,0.986475231471231,1.4579431263823,-1.02614587056073,1.47580857959945,1.39884260139165,-1.11211012464563,-0.404902034286883,-0.285862007848446,-0.897812559098177
"Montana Grizzlies_2018 Seed: 15 Tourn Games Played: 1",3,0.092878299681332,-1.23235083090167,0.098322287018485,-0.0019989293502692,-0.91758177545944,-0.068227906987373,0.595108909442477,1.06555037352797,0.36045136837157,-0.968627671265331,-0.00269813809116887,-0.0565761437242483,0.182196625697705,-0.631396736472371,-0.865581348589067,0.2538231717186,-0.752433374174068,1.07803013715906,-0.0242260122449218,0.384776586883949,-0.709692638308187,-0.898706584361439,-0.453971298715677
"Marquette Golden Eagles_2018 Seed: 5 Tourn Games Played: 1",1,0.332023375345384,0.799253822000524,-0.595265733337513,-1.39995984269994,0.306386903614933,1.43461489681405,0.595108909442477,0.522995963072841,-0.911272106734097,1.38979005156015,-1.14878534559205,0.00475772945311289,0.373573701527466,0.0527369744783833,0.156242971444201,-0.70016558463332,0.246935507981894,-0.601478842033679,0.136550180332133,-0.344919632801955,0.488383635360459,0.427975682397026,0.116681750347535
"Nevada Wolf Pack_2018 Seed: 7 Tourn Games Played: 1",4,0.890028551894835,0.532477453437611,0.098322287018485,-0.290328367728639,-0.0120439722418144,-1.33924921445773,-0.247386334760384,0.481261008422446,-0.00659077281746382,0.637268607105967,0.420409325609875,0.770097799101065,-0.143144403212889,0.373946094863798,0.22010699144628,0.294542204001914,1.57730554855894,-0.424688423171285,-0.384311534462951,1.57113381361966,-0.698191106080967,-0.703606251014606,0.419621023307018
"Fairleigh Dickinson Knights_2018 Seed: 16 Tourn Games Played: 2",3,-0.146266775982717,-1.58531648776953,-0.306270724855847,0.801828595825791,-0.181210375040711,1.23476877928727,-0.616322160653142,0.731670736324816,0.228626374000861,1.83199337458993,0.243772229113323,-0.471246460205978,0.832878683518893,0.144511008874217,0.922611211469151,0.847157642132599,-0.389605181289419,1.16642534659026,0.83014664748273,-1.15152717999098,-1.4649599212289,-1.56434301578005,-1.90291340271569
"Gonzaga Bulldogs_2018 Seed: 1 Tourn Games Played: 4",4,2.38468527479515,1.09475995333175,2.06348834469381,0.845514874367968,1.55025751243035,-1.09943387342558,-0.748478277390845,2.56800874094219,2.96076400242909,1.99878936485555,0.933889257285899,3.39678758517505,-0.506760847289433,-0.785743976138089,-1.44035752860778,0.282908194778109,-0.103161871117326,-1.79481416935484,-1.58282497003735,1.73649316775138,0.4730482590575,0.421089788278901,1.38245127069762
"Murray State Racers_2018 Seed: 12 Tourn Games Played: 2",4,1.38824745952827,0.803358073824571,2.00568934299748,0.88046389720171,0.56511199024854,0.0276982294254846,-0.913673423312975,1.10728532817837,2.28354540389722,3.60080666670904,1.15982042722335,1.96077494578333,0.143921210531752,0.565837257691449,-0.482397228576591,0.585392434597012,-0.637856050105229,-0.822466865611671,-0.129195592522501,1.38077827804942,-0.909052530246649,-1.02494797652704,0.055624222464227
"Texas Tech Red Raiders_2018 Seed: 3 Tourn Games Played: 6",2,-0.564770658394808,-0.686485338303705,-0.479667729944847,0.679507015907695,0.933297690457905,0.00371669532226947,-0.115230218022681,0.272586235170472,-0.533890750300302,-0.720373174125806,0.798330555323428,-0.120576707039757,-1.54019705677014,-0.297672975032979,-1.44035752860778,1.37650506181568,-0.0395078021901966,-1.70641895992364,-1.92563701701983,0.955843193594657,1.2417339962433,1.19230992950874,1.49986959355013
"Syracuse Orange_2018 Seed: 8 Tourn Games Played: 1",1,-1.18256210386027,-1.09691052070819,-1.40445175708618,1.43091100683314,0.803935147141101,0.355445862169412,-0.203334295847817,-1.27160708689413,-1.90642157404239,0.396772063002053,1.1844674639438,-1.43392160007675,-0.277108356293722,0.862017095968909,1.81670749149826,1.4579431263823,-0.147719719366319,0.28247325227829,0.33187332338029,-1.67356281541845,0.967614144827918,0.944417741256289,-0.298979112550362
"Arizona State Sun Devils_2018 Seed: 11 Tourn Games Played: 2",3,0.391809644261396,0.955215391314229,-0.53746673164118,-0.246642089186462,-0.73846440779002,1.34668260510227,1.27240900772321,-0.64558276713821,0.228626374000861,0.672179395766213,-0.228629308028619,-0.437912833479151,1.11994429726353,0.570008804709442,0.731019151462913,0.533039393089894,1.89557589319459,0.547658880571881,0.742450542440699,-0.452595491306331,0.333112950293003,0.333868462782671,-0.0195235041613808
"Northern Kentucky Norse_2018 Seed: 14 Tourn Games Played: 1",3,0.571168451009435,0.232867070282339,1.42769932603415,-0.272853856311768,0.017808922369756,0.435384309180126,0.738278035908324,0.606465872373631,1.1591557460294,2.86380112832608,0.1821546373122,0.626096531641171,0.25874745602961,-0.393618556446804,0.0923789514421213,0.137483079480561,-0.956126394740886,0.326670856993889,0.180398232853148,0.456880956418129,-1.4841291416076,-1.49318877655944,-0.867283795156524
"Bradley Braves_2018 Seed: 15 Tourn Games Played: 1",2,-1.82028230563107,-0.752153367488423,-1.34665275538984,-1.07668138148783,-0.181210375040711,0.435384309180126,0.0444584230353776,-1.18813717759334,-1.01207945537052,-0.716494197608001,-0.824266028772807,-1.92325924042657,-0.43021001695753,0.119481726766262,-0.0992131085641157,-0.397681344814419,-0.0840656504391886,0.194078042847093,-0.0813613534086673,-1.54762051663208,-1.48029529753186,-1.38071917263009,-2.00389316036885
"Saint Louis Billikens_2018 Seed: 13 Tourn Games Played: 1",1,-1.80035354932574,1.29176404088591,-0.942059743515512,0.452338367488373,0.0775147115928962,0.691187339614411,0.00591288898688238,-2.81580040895874,-0.0324388109293671,0.140759612826919,-0.397050725618355,-1.7285908603419,-0.717275630702171,-0.168355017475213,0.0285149314400423,-0.0951971049955164,0.0496078943077876,-0.203700399593293,-0.167728729586424,-0.716978179598325,-0.780618753709369,-0.7311498274871,-0.998792316751337
"Maryland Terrapins_2018 Seed: 6 Tourn Games Played: 2",1,-0.843773246669532,1.10296845697984,-0.768662738426513,-1.91545792949763,0.833788041752671,0.659211960810125,-1.1559596373321,-0.395173039235841,-0.151339786244125,1.43633776977381,-1.93338268119302,-0.469913115136907,-0.391934601791577,-0.844145634389983,0.0285149314400423,-2.15441673760881,-0.726971746603213,-0.955059679758466,-0.00429507928082344,-0.540082126341136,1.05962640264567,0.99032370204378,0.431362855592268
"UCF Knights_2018 Seed: 9 Tourn Games Played: 2",1,-0.664414439921496,-0.300685666843492,-0.653064735033846,-0.709716641733539,0.59496488486011,-0.140172509297015,-0.462140024459153,-0.0612934020326867,-0.45634663596459,1.54107013575455,-0.906422817840971,-0.701915157155623,-0.583311677621338,-0.193384299583168,0.22010699144628,-0.508204432440555,1.59640176923708,-1.39703572691445,-0.744397056680982,-0.0228534488826161,0.273688367119038,0.235170647089566,0.16599744594559
"Yale Bulldogs_2018 Seed: 14 Tourn Games Played: 1",4,1.04945860233754,1.0988642051558,1.36990032433782,-0.561183294690137,0.41584751719069,0.835076544233696,-0.363022936905875,1.02381541887758,1.61925082442129,2.39832394618947,-0.614766216648989,1.41277012239429,1.11994429726353,0.578351898745427,0.411699051452517,-1.00264982445222,-1.00068424298988,-0.203700399593293,0.953718431860134,0.386699370071527,-0.738446468876233,-0.726559231408351,-0.320114410663812
"Duke Blue Devils_2018 Seed: 1 Tourn Games Played: 4",4,1.40817621583361,2.16186542758341,0.849709309070817,2.24347578771764,2.79412812124577,0.675199650212267,-1.10089458869139,0.0639114619184979,2.68418999463172,3.01508121252047,1.12284987214268,2.09010941748342,0.0482326726168719,0.703498309285199,0.347835031450438,0.672647503775541,-0.816087443101198,-1.61802375049244,-0.303259073742288,1.11543419816364,1.42959235595455,1.39659145501307,1.75349317091156
"Minnesota Golden Gophers_2018 Seed: 10 Tourn Games Played: 2",1,-1.00320329711224,-0.317102674139671,0.040523285322152,-1.46985788836742,-0.061798796594431,-0.308043248019514,-0.88063439412855,-1.60548672409729,0.62668616092418,1.23075201433014,-0.885883620573929,-1.2579200509591,0.354435993944491,0.482406317331601,0.603291111458755,-0.921211759885593,0.437897714763288,0.370868461709487,0.984279195738418,-1.04673549626798,0.118417682051582,0.33845905886142,-0.37882357209007
"North Carolina Central Eagles_2018 Seed: 16 Tourn Games Played: 1",3,-0.843773246669532,0.269805336698741,0.618513302285484,-0.395175436229864,-1.20615975670462,2.52177777615976,0.171108034909011,-0.603847812487815,0.62410135711299,0.707090184426459,0.145184082231527,-0.849916459822736,-0.181419818378842,-1.0527229852896,0.603291111458755,0.108398056421052,-1.58630167711949,0.194078042847093,-0.114579575015497,-1.69855899685696,-2.78955304939696,-2.81528044723915,-3.19686332055038
"Louisville Cardinals_2018 Seed: 7 Tourn Games Played: 1",1,-0.206053044898732,0.955215391314229,-0.53746673164118,-1.88924616237232,-1.06684624851729,0.0516797635286983,-0.137256237478964,-0.269968175284656,-0.895763283866955,0.284281743985706,-1.46098114405108,-0.41524596730491,0.16305891811473,0.716012950339177,-0.354669188572433,-1.10735590746646,0.323320390694452,-0.513083632602482,0.280052897673636,-1.51397181084946,1.33374625406106,1.21067231382373,0.00396016040912178
"Virginia Tech Hokies_2018 Seed: 4 Tourn Games Played: 3",2,-0.425269364257444,-1.57300373229739,0.445116297196484,0.17274618481844,-1.71365896510131,-0.635790880763442,-1.35419381243866,1.19075523747916,-0.688978978971725,0.959223658083788,0.510781793584855,-0.231244347772823,-1.04261665961276,-1.00266442107369,0.0923789514421213,0.567941420761305,-1.42716650480166,0.238275647562692,-0.817477144216006,0.289598819098831,0.335029872330872,0.395841509845781,0.480678551190324
"Belmont Bruins_2018 Seed: 11 Tourn Games Played: 2",4,2.24518398065779,1.11528121245198,2.93047337013881,0.137797161984698,-0.161308445299665,-0.507889365546299,-1.23305070542909,1.77504460258469,2.30680863819793,0.920433892905738,-0.171119555680904,2.69144804363539,1.21563283517841,0.878703284040881,0.0923789514421213,-0.490753418604849,-1.23620429802026,-0.0711075854464972,0.889939446375021,1.17023351900962,-0.907135608208779,-0.972156121621425,-0.0312653364466308
"North Dakota State Bison_2018 Seed: 16 Tourn Games Played: 2",2,-0.524913145784132,-1.57300373229739,-1.69344676556784,-1.72323830391205,-1.4549338784677,-1.21134769924058,-1.4973629389045,0.689935781674421,-1.2860686593567,-1.51168438375804,-1.9744610757271,-1.09258526239404,0.966842636599723,0.190398026072133,0.0923789514421213,-1.87520051623751,-1.2998583669474,1.74099420789304,1.4905248930265,-1.73605326901474,-0.32247438665848,-0.65999558826649,-1.5670969993575
"Mississippi State Bulldogs_2018 Seed: 5 Tourn Games Played: 1",1,0.332023375345384,-0.177558112122145,-0.190672721463181,1.32606393833192,1.1024640932568,0.986959593554052,-0.230866820168172,0.606465872373631,0.0476901072175344,0.489867499429375,0.00962538026905617,0.436761531832793,0.545813069774252,-0.572995078220477,0.347835031450438,0.242189162494797,-1.32531999451825,0.989634927727865,0.476704769586064,-0.540082126341136,0.827678836063421,0.834243435366312,0.309247799825655
"Temple Owls_2018 Seed: 11 Tourn Games Played: 1",3,-0.186124288593392,-1.10922327618032,0.040523285322152,1.80661300229587,-1.73356089484236,-0.699741638372013,-0.0106066256053312,-1.06293231364216,-0.0660412604748427,2.46038757047435,1.04890876198133,-0.637914593840115,0.756327853186988,1.3083726268941,0.475563071454597,0.957680729758736,-1.2553005186984,0.989634927727865,0.761052746540523,-0.0661160706031248,-0.263049803484516,-0.148144125485975,-0.153380392213244
"Liberty Flames_2018 Seed: 12 Tourn Games Played: 2",2,-0.385411851646768,-1.4088336593356,0.213920290411152,-0.307802879145509,-1.27581651079828,-0.843630842991298,-1.42027187080751,1.48289992003192,-0.981061809636238,-1.36816225259925,-0.84069738658644,0.00875776466033231,-1.1765806126936,-1.09443845546953,-1.24876546860154,0.195653125599581,-1.96822609068227,-0.247898004308891,-1.2240681766836,0.874124908122585,-1.59722754184192,-1.50925586283506,-0.623053683623295
"Virginia Commonwealth Rams_2018 Seed: 8 Tourn Games Played: 1",1,-0.923488271890884,0.195928803865934,-0.479667729944847,1.247428636956,0.525308130766448,1.50655949912369,1.12373337639329,-1.02119735899176,-0.104813317642698,0.625631677552552,0.662771853360959,-0.759248995125767,-1.08089207477872,0.540807975583495,-0.801717328586987,1.83604842615593,0.476090156119568,-1.57382614577684,-1.32505157036836,0.48668409582559,0.710746591753361,0.450928662790771,0.642715836726792
"Michigan State Spartans_2018 Seed: 2 Tourn Games Played: 5",4,0.391809644261396,1.72271048241061,2.23688534978281,-1.21647747282279,1.30148339066727,0.491341222087626,-0.572270121740573,1.06555037352797,0.200193532077767,3.06162893073414,-1.61707904328059,1.59543839685731,-0.487623139706458,-0.839974087371991,0.0285149314400423,-1.65415434098524,-0.561471167392673,-1.92740698350163,-0.786916380337724,1.17984743494751,0.841097290328508,0.935236549098792,1.43646369920978
"LSU Tigers_2018 Seed: 3 Tourn Games Played: 3",4,0.94981482081085,1.1358024715722,-0.884260741819179,1.97262086075614,0.276534009003364,0.731156563119767,0.264718617598219,-0.228233220634261,1.86739199029556,-0.503150489128723,0.642232656093917,0.736764172374237,1.0625311745146,0.319715983629897,-0.290805168570354,0.847157642132599,0.336051204479878,0.724449299434275,0.507265533464348,0.617433352580904,1.18614325714508,1.132632180485,1.24624601618871
"Purdue Boilermakers_2018 Seed: 3 Tourn Games Played: 4",1,0.212450837513359,0.265701084874697,-0.017275716374181,-0.377700924812993,0.017808922369756,-1.15539078633308,-0.16478876179932,0.147381371219288,-0.707072605650057,0.74587994960451,-0.762648436971684,0.27142674326773,-0.0474558652980085,-0.66476911261631,0.22010699144628,-0.356962312531105,-0.994318836097166,0.591856485287479,0.0501828041543762,0.337668398788285,1.25323552847052,1.19690052558749,1.1241309604221
"Colgate Raiders_2018 Seed: 15 Tourn Games Played: 1",3,0.0131632744599834,-0.411500466092701,0.618513302285484,-0.377700924812993,-0.489690286026936,0.803101165429409,-1.1174141032836,1.02381541887758,0.316509703581335,-0.239380085917978,-0.450452638512662,0.180759278570761,0.507537654608299,-0.810773258246045,0.603291111458755,-0.578008487783378,-1.31895458762553,0.812844508865472,0.682657743548408,0.169424869875197,-1.25984926317683,-1.28661195301573,-0.883722360355874
"Wisconsin Badgers_2018 Seed: 5 Tourn Games Played: 1",2,-1.40177842321899,-0.468959991629329,-1.05765774690818,-1.16405393857218,0.167073395427606,-1.89881834353272,-1.43128488053565,-1.27160708689413,0.122649417742055,-0.697099315018976,-1.5718928092931,-1.15258579050233,-1.11916748994467,0.849502454914934,-1.0571734085953,-0.991015815228417,-0.803356629315772,-1.57382614577684,-0.571662304325469,-0.330498758895119,0.584229737253951,0.632257207901355,0.283415768798103
"Saint Mary's Gaels_2018 Seed: 11 Tourn Games Played: 1",2,-0.644485683616156,-0.563357783582362,-2.56043179101284,-0.552446038981702,-1.38527712437404,-1.21934154394165,-0.462140024459153,0.314321189820867,0.898090561099171,-1.08499696679948,-1.1241383088716,-0.823249558441274,-0.621587092787291,-1.36976055865703,-1.18490144859946,-1.45055917956867,-1.81545632525716,0.415066066425086,-0.32053254897784,-0.865032485041841,0.402122143656318,0.269600117680185,-0.322462777120864
"Kansas State Wildcats_2018 Seed: 4 Tourn Games Played: 1",2,-1.95978359976844,-1.10922327618032,-0.479667729944847,0.86298938578484,-1.70370800023079,-0.51588321024737,-0.798036821167484,-1.68895663339808,-1.8521406940074,0.0670590589886224,0.77368351860298,-1.79925814900278,-1.52105934918717,-0.364417727320857,-0.354669188572433,1.02748478510156,-1.36351243587453,-0.115305190162096,-0.958322403828963,0.273255162004417,0.204679173755725,0.434861576515149,0.499465482846726
"Virginia Cavaliers_2018 Seed: 1 Tourn Games Played: 6",2,-0.843773246669532,-0.42791747338888,-0.075074718070514,-0.840775477360071,-0.0319459019828611,-2.41841824910236,-1.87180526966133,0.815140645625605,-1.03017308204885,-1.23239807447608,-1.18164806121932,0.16342579267281,-2.19087911459133,-1.36141746462104,-2.07899772862857,-1.36330411039014,-1.94912987000414,-1.75061656463924,-2.00270329114768,1.9720341082297,0.657072774693005,0.765384494185077,1.79106703422437
"Tennessee Volunteers_2018 Seed: 2 Tourn Games Played: 3",4,1.26867492169625,0.520164697965475,2.00568934299748,-0.50002250473109,1.42089496911355,-0.691747793670942,0.022432403579094,1.14902028282876,1.20051260700844,-0.0570681895811395,0.231448710753098,1.94077476974724,0.411849116693419,0.194569573090125,0.156242971444201,-0.170818164950242,0.119627370127632,-0.380490818455686,-0.106607201829859,1.27502520273263,0.365700624936791,0.565693564759497,1.21336888579
